uid_igauche2_2,matrix_subject1v3,uid_var,text,uid_biggestStep,matrix_subject1v2,length_matrix_verb_to_CC,uid_amp,genre,frequency_CC_subject_head,subject_form_CC_subject1v3,word_form_similarity,uid_idoc,subject_form_CC_subject1v4,matrix_subject1v4,position_matrix_verb,subject_form_CC_subject1v2,length_CC_onset,length_CC_remainder,mverb,that_omission,frequency_matrix_verb,uid_avgStep,uid_iphrase
0.0785239487886428,0,-2.904044397518014," Of interest here, studies suggest that, despite the difficulties in acquiring L2 grammar, adult learners can approximate native-like levels of use and neurocognitive processing [12]–[15].
",0.0060433602076408,0,-14,-0.0386589688624814,1,-11.317457876506259,0,0,-0.090971689671278,1,1,5,0,0,0,suggest,0,-8.576617852581057,-564.740317608748,-0.081734464260248
0.0169697850942611,0,-3.7940620038137496," (Note that we do not consider case studies, purely observational data, or research on L2s acquired by children; for a comprehensive review, see [16]).
",-0.2161842189849787,0,-5,-0.116245688934365,0,-7.967553789231654,0,0,-0.0161920003592968,1,1,1,0,0,0,Note,0,-8.966082619342782,10.9280654560267,-0.0023668740382966
0.1981983296573162,0,-0.3322468858107612," Although attrition may take place within the first few years, some studies suggest that it then appears to level off, with no further losses occurring [17], [18].
",0.0014102171052008,0,-3,-0.0192379897404515,1,-8.226415423147943,0,0,0.00622433796525,0,1,13,1,1,0,suggest,0,-8.576617852581057,-131.31512274839906,0.0103464087987897
0.0045946538448333,1,-1.592636537061793," Get feedback from researchers on possible subjects, based on the knowledge and skills they feel librarians need;
",-0.0101628883510604,0,-1,0.0,0,-7.328473829941984,0,0,-0.0313849486410617,1,0,15,0,1,0,feel,1,-7.405434871078112,-58.20621844034011,-0.0344030210320954
-0.0832325220108032,0,0.5022248478070139," With these in hand, we will design the curriculum of clinics, based on the method of 'constructive alignment' (Biggs et al., 2011), to make sure that the intended learning objectives and the teaching/learning activities stay aligned.
",0.0,0,-3,0.0,0,-8.514097495599724,0,0,-0.0485428981482982,1,1,32,0,10,0,sure,0,-8.544869154266477,-11.20144411581063,-0.0454130344366857
0.1967432796955108,0,3.385512152890133," His mother wrote, ""He has no indisposition that I know of but love, desperate love, the worst of all maladies in my opinion. In short, the boy is distractedly in love with Miss Chaworth."" [6]
",0.0025735281199139,0,-1,0.0073139750293109,0,-5.497374946153897,1,0,0.0768144279718399,0,1,2,0,1,0,wrote,1,-7.5679538005758875,1.1713135482144708,0.0170812393323171
-0.0704407468438148,0,-2.4841967100492437," You're so stupid thinking I spent the night.
",0.0,0,-1,-0.089879168442432,0,-8.544869154266477,0,0,0.0239085033535957,0,1,4,0,1,0,thinking,1,-6.654018782394191,-0.2766708464708287,0.0045533199992143
-0.049333244562149,1,40.45224859866758," She thinks I spent the night in my jeans —
",-1.518367890720068,0,-1,0.6384481145868066,1,-8.544869154266477,0,0,0.0458850041031837,0,0,1,0,1,0,thinks,1,-6.654018782394191,-13.595954491381477,-0.0431521151214838
0.0687975734472274,0,0.97130027021268," If I did spend the night, and I was trying to lie, I would give up, cause then I wouldn't care, cause I knew I deserved it.
",0.0,0,-1,0.0,0,-10.624310695946313,0,0,-0.0478961840271949,0,0,28,0,1,0,knew,1,-6.1641662820084795,-0.1080541232774408,0.0084381171744786
-4.023313522338867e-07,0,0.3434269953999873," I don't know why you couldn't wake me up in the morning, to tell me that you were going.
",0.0,0,-4,-0.0140847279406661,1,-6.08101591367631,0,0,-1.2665987014770508e-07,1,1,16,0,0,0,tell,0,-7.328473829941984,21.83068267426341,-0.0003883573350806
