frequency_matrix_verb,uid_igauche2_2,that_omission,uid_idoc,length_CC_onset,frequency_CC_subject_head,length_CC_remainder,matrix_subject1v3,uid_iphrase,uid_amp,subject_form_CC_subject1v2,uid_var,subject_form_CC_subject1v3,uid_avgStep,genre,matrix_subject1v2,word_form_similarity,matrix_subject1v4,length_matrix_verb_to_CC,position_matrix_verb,text,subject_form_CC_subject1v4,uid_biggestStep,mverb
-7.610534945960329,-0.1679757926613092,0,0.0286071430891752,1,-11.78748303671764,0,0,0.0068179916508577,-0.5843195545921884,0,-50.11073531706309,1,-1.5886248484073064,1,0,0,1,-3,2," I would ask that they reconsider, since this is not the case.
",0,-2.585411286975589,ask
-8.041908238927158,-0.0363595522940158,0,-0.0478542707860469,1,-6.801595912310578,0,0,-0.0437961485427381,0.0,0,-1.6828553124820225,1,-7.942664391092464,0,0,0,0,-3,12," This is not just the fault of the Commission, but I believe that we need to take action more quickly so as to achieve harmonisation in this area as well.
",0,0.0,believe
-8.041908238927158,0.0222652405500412,0,0.00950887799263,0,-6.255411939743378,0,0,0.0089015682672404,0.0085889871950604,0,-0.1411711213383455,0,-16.078536995730815,0,0,0,0,-4,2," But I believe that we should do all we can to keep the transport of dangerous goods to a minimum, in all countries, whether they are transit countries or not.
",1,-0.0246303199600157,believe
-8.688893377723941,-0.0090752318501472,0,0.047411173582077,0,-8.232134975228226,0,0,0.0388156431587062,-0.0010025788846652,0,0.7945913614551188,0,-844.7708007789774,0,0,0,1,-4,22," Mr President, I would very much like to thank Mrs Schroedter for the work she has done on this and to explain to colleagues that I am speaking for my colleague, Mrs Flautre, who followed this for the Committee on Employment and Social Affairs but who is unfortunately ill.
",1,0.0,explain
-8.041908238927158,-0.1570287253707647,0,-0.0521102268248796,0,-6.433258038231307,0,1,-0.0477709327589125,-0.0035366918810961,0,0.141618884486677,0,-18.67109604256254,1,0,0,0,-5,9," The truth of the matter though is that we believe - and this is also shown in the way the conclusions have been drafted - that the Commission must take account of what is adopted by this Parliament, particularly in the face of an interim revision of these Directives.
",1,0.1563674580309284,believe
-8.588809919166959,0.1458189459517598,1,0.0188721166622788,0,-9.571909320713225,0,0,0.0349153850979188,0.0032691168609575,0,0.5016518013568607,0,-19.49130556274933,1,0,0,1,-1,4," Its implementation would certainly require extending the scope of redistribution instruments such as the Structural Funds.
",1,0.0237096709727893,require
-6.195253047967186,0.2071262914687395,0,0.1417712326792032,0,-10.806653783705913,0,0,0.1665718105176648,0.0100911565039985,0,0.4481565943766021,0,-30.69434090682876,0,0,0,1,-29,8," I will conclude, Mr President, by saying that the failure of the Commission's communication to focus on territorial pacts and, especially, methods of combating unemployment among women and young people, is cause for serious concern.
",1,0.004877447639674,saying
-7.747360028662178,-0.1316475439816713,0,-0.0705877486616373,0,-11.382017928609475,0,0,-0.0615940031096123,0.0,0,0.1739821649027586,0,-3.6935022647811095,1,0,0,1,-3,10," This Treaty shall enter into force on 1 January 2007 provided that all the instruments of ratification have been deposited before that date.
",1,0.1696692505290746,provided
-7.146302413206516,0.0489199981093406,0,-0.1242250967469961,0,-11.78748303671764,0,0,-0.1741818006010951,0.0017963651788364,0,-1.0062478656956202,0,-39.58504394952732,0,0,0,1,-24,2," It is telling that most of the symposium's 47 participants – influential public- and private-sector figures from around the world – were unaware of the extent to which a mother's nutrition affects her offspring's wellbeing.
",1,0.0333917707122091,telling
-6.324357695868357,-0.0748127475380897,0,0.0203332901000976,0,-13.579242505945695,0,0,-0.0047732007576886,-0.0029222264167645,0,1.537413620869387,0,33.27765419389539,0,0,0,1,-3,17," It is not known exactly when Shakespeare began writing, but contemporary allusions and records of performances show that several of his plays were on the London stage by 1592.
",1,-0.137796186419604,show
-8.041908238927158,-0.0555476397275924,1,0.1363647133111953,6,-5.810286461407363,0,0,0.1322145290768299,-0.0011246471019568,0,0.0733234775812547,0,-46.37256785211292,0,0,0,1,-1,6," Only a small minority of academics believe there is reason to question the traditional attribution, but interest in the subject, particularly the Oxfordian theory of Shakespeare authorship, continues into the 21st century.
",1,0.0275364578137975,believe
-8.767058150573277,0.0785239487886428,0,-0.090971689671278,0,-12.192948144825804,0,0,-0.081734464260248,-0.0386589688624814,0,-2.904044397518014,0,-564.740317608748,1,0,0,1,-14,5," Of interest here, studies suggest that, despite the difficulties in acquiring L2 grammar, adult learners can approximate native-like levels of use and neurocognitive processing [12]–[15].
",1,0.0060433602076408,suggest
-9.07943283561543,0.0169697850942611,0,-0.0161920003592968,0,-8.246523712680325,0,0,-0.0023668740382966,-0.116245688934365,0,-3.7940620038137496,0,10.9280654560267,1,0,0,1,-5,1," (Note that we do not consider case studies, purely observational data, or research on L2s acquired by children; for a comprehensive review, see [16]).
",1,-0.2161842189849787,Note
-8.767058150573277,0.1981983296573162,0,0.00622433796525,1,-8.467254717589151,0,0,0.0103464087987897,-0.0192379897404515,1,-0.3322468858107612,0,-131.31512274839906,0,0,0,1,-3,13," Although attrition may take place within the first few years, some studies suggest that it then appears to level off, with no further losses occurring [17], [18].
",0,0.0014102171052008,suggest
-10.023894444456282,-0.0919364988803863,0,-0.122733861207962,11,-6.801595912310578,0,0,-0.1150054852191645,-0.0003432553292654,0,-0.1418818714795886,0,49.24756223236221,0,0,0,1,-3,25," A year later, the National Library of the Netherlands (Koninklijke Bibliotheek), and the University Library of the Vrije Universiteit Amsterdam again concluded that librarians at their institutes who wanted to get involved in DH needed more training to adequately support researchers and students in this field.
",1,0.0418077782543213,concluded
-7.437205100358338,0.0045946538448333,1,-0.0313849486410617,1,-6.801595912310578,0,1,-0.0344030210320954,0.0,0,-1.592636537061793,0,-58.20621844034011,0,0,0,0,-1,15," Get feedback from researchers on possible subjects, based on the knowledge and skills they feel librarians need;
",1,-0.0101628883510604,feel
-8.791750763163648,-0.0832325220108032,0,-0.0485428981482982,10,-8.41445653202218,0,0,-0.0454130344366857,0.0,0,0.5022248478070139,0,-11.20144411581063,0,0,0,1,-3,32," With these in hand, we will design the curriculum of clinics, based on the method of 'constructive alignment' (Biggs et al., 2011), to make sure that the intended learning objectives and the teaching/learning activities stay aligned.
",1,0.0,sure
-7.762131345982491,0.1967432796955108,1,0.0768144279718399,1,-5.3795035453149085,0,0,0.0170812393323171,0.0073139750293109,0,3.385512152890133,1,1.1713135482144708,0,0,0,1,-1,2," His mother wrote, ""He has no indisposition that I know of but love, desperate love, the worst of all maladies in my opinion. In short, the boy is distractedly in love with Miss Chaworth."" [6]
",0,0.0025735281199139,wrote
-6.794785443308052,-0.0704407468438148,1,0.0239085033535957,1,-8.659261580117569,0,0,0.0045533199992143,-0.089879168442432,0,-2.4841967100492437,0,-0.2766708464708287,0,0,0,1,-1,4," You're so stupid thinking I spent the night.
",0,0.0,thinking
-6.794785443308052,-0.049333244562149,1,0.0458850041031837,1,-8.659261580117569,0,1,-0.0431521151214838,0.6384481145868066,0,40.45224859866758,0,-13.595954491381477,1,0,0,0,-1,1," She thinks I spent the night in my jeans —
",0,-1.518367890720068,thinks
-6.256071788002225,0.0687975734472274,1,-0.0478961840271949,1,-10.583510232391705,0,0,0.0084381171744786,0.0,0,0.97130027021268,0,-0.1080541232774408,1,0,0,0,-1,28," If I did spend the night, and I was trying to lie, I would give up, cause then I wouldn't care, cause I knew I deserved it.
",0,0.0,knew
-7.146302413206516,-4.023313522338867e-07,0,-1.2665987014770508e-07,0,-5.975344537423814,0,0,-0.0003883573350806,-0.0140847279406661,0,0.3434269953999873,0,21.83068267426341,1,0,0,1,-4,16," I don't know why you couldn't wake me up in the morning, to tell me that you were going.
",1,0.0,tell
-6.256071788002225,0.118278544396162,1,0.0353538207709789,1,-5.810286461407363,0,0,0.0508493341150738,1.416927571367669,0,84.03687978039022,1,-2.072166570016357,0,0,0,0,-1,1," I know she's —
",0,1.3404414060827423,know
-6.195253047967186,-0.0009628925472497,1,-0.1085679400712251,1,-9.468368641772383,0,1,-0.0837371475107613,-0.2315791296867426,0,-2.6473352998466595,1,-12.910092766351028,1,0,0,0,-1,1," They said, they already determined it was in like eighteen different states.
",0,0.5651651796871189,said
-6.794785443308052,0.267334783449769,1,-0.0875917282256334,1,-6.433258038231307,0,0,0.0638454847410321,-0.0269547550337363,1,1.1811437130269944,0,-7.178250972713215,0,0,0,0,-1,7," You know what I think, I think the first time that it does the card mode, it takes a long time.
",0,-0.0032250648404383,think
-8.696440583359324,-9.462237358093262e-07,0,-7.674098014831543e-07,5,-5.3795035453149085,0,0,0.0001247689217226,0.0042347219405709,0,0.4554545484143162,0,-13.89576282607254,1,0,0,1,-3,48," It was spring, the barren time in March when you can not be sure if it is really warmer, but you are so desperate for change that you tell yourself the mud at the edge of the sidewalk is different from winter mud and you are sure that the smell of wet soil has suddenly a bit of the scent of summer rains, of grass and drowned earthworms.
",1,0.0523275579275532,sure
-6.256071788002225,-0.3212715983390808,1,-0.188737004995346,1,-12.480630217277586,0,0,-0.1776289994035054,-0.6904191900045757,1,-9.36717054117974,0,1.2758007362000257,0,0,0,0,-1,20," I was wearing a yellow linen dress which my mother had picked out and which I therefore disliked although I knew it flattered me.
",0,-0.9031387948480508,knew
-8.10697183227422,-0.064392477273941,1,0.1753426603972911,2,-10.806653783705913,0,1,0.1325207464803681,0.0027948603365295,0,0.6037970516307674,0,-21.025864809202773,0,0,0,0,-1,20," We scanned the deep blue valley for the first sign of the company, but before we saw them we heard the children shouting: “A yellow man!”
",1,0.0,heard
-6.794785443308052,0.1419203020632267,1,-0.1058225855231285,2,-7.623405136480864,0,0,0.0583923728926143,-0.0264370921851955,0,3.896688066621813,0,-25.102012470071717,0,0,0,0,-1,3," At first I thought the children meant my father, whose golden skin, the color of the night-monkey’s pelt, was a rarity in the islands; but certainly the children of Tyom were familiar with my father, and would never have greeted a council-member with such ill-mannered yells.
",1,0.0378030268674534,thought
-8.473297032045114,0.0452693291008472,0,-0.0486939959228038,2,-7.762131345982491,0,0,-0.0569602324228201,0.0031095927306326,0,-0.3686105913550506,0,3.87851829865258,1,0,1,1,-3,3," I have since learned that that doctor wrote a well-received treatise, On the Medicinal Properties of the Juice of the Young Coconut, and died a respected man in his native city of Deinivel; but at the time I felt certain he had returned with his sack of tree-cuttings.
",1,0.011762090990788,learned
-6.549269594239308,0.0904401233419776,0,-0.0300535978749394,0,-10.360366681077494,0,0,0.0454467228185888,-0.0231170720502411,0,-6.184324264355226,0,-74.76130322049829,0,0,0,0,-7,4," As they approached I saw that my father’s face was shining with pride, and his bearing had in it a new hauteur, like that of the old island kings.
",1,-0.0541831971112953,saw
-8.10697183227422,-0.0158280692994594,1,0.0613824352622032,2,-11.014293148484159,0,0,0.0593603055488261,0.0004956720942879,0,1.2036858870539184,0,63.85256703090346,0,0,0,0,-1,9," As he dismounted in front of the house I heard my mother whispering: “Protect us, God with the Black-and-White Tail, from that which is not of this earth.”
",1,0.1007008943745562,heard
-6.794785443308052,0.0087208896875381,1,0.1007388234138488,1,-9.222533679256102,0,0,-0.0102790563710425,0.5559529744293825,0,32.16120945756458,0,15.849387492919533,1,0,0,0,-1,1," I thought I caught an odor off him, of fish, sea-sickness and sweat.
",0,0.8375488635269908,thought
-8.10697183227422,-0.1391396224498748,0,0.0723901987075805,1,-12.192948144825804,0,0,0.0904450275360004,0.0303920634981891,0,1.2415269000142557,1,6.279113343252448,0,0,0,0,-3,1," I heard that they orchestrated the largest people evacuation to a natural disaster in Indian history.
",0,0.0481311064704319,heard
-7.146302413206516,0.191046804189682,0,-0.0254897940603048,3,-8.115410700920085,0,0,0.0484956539133201,-7.897721688232551e-05,0,-0.1424530857054176,0,172.42840627048014,1,0,0,1,-6,3," Mr. Tedeschi also told the court that, over the last five months of her life, ""Gloria's eczema played a devastating role in her overall health and it is asserted by the Crown that both her parents knew this and discussed it with each other.""
",1,0.0638551673154603,told
-6.195253047967186,0.2741426359862089,0,0.1071375887840986,0,-9.89036305183176,0,0,0.1096872492494311,-0.0044631368971845,0,2.5240736995922504,0,-52.75986213830657,0,0,0,1,-3,12," Speaking in the parents' defense, Tom Molomby, SC, said that, as the parents came from India, where homeopathy is in common use, they should be declared not guilty due to cultural differences.
",1,0.0,said
-9.841572887662327,0.0251638516783714,0,0.0908329933881759,0,-11.78748303671764,0,0,0.0676408228586473,0.0,0,-0.3001105561144239,0,-16.06350654680861,1,0,0,1,-8,19," The results of the Australian National Iodine Nutrition Study published in the Medical Journal of Australia this week, revealed that children in mainland Australia are borderline iodine deficient.
",1,0.0,revealed
-6.195253047967186,-0.1154474299401044,1,-0.0769944768399,2,-9.59025845938142,0,0,-0.0691308747289178,0.0001073274760297,0,0.9193552815958164,0,-11.84364969133302,0,0,0,1,-1,2," The authors say the results confirm the existence of inadequate iodine intake in the Australian population.
",1,-0.0340968790370574,say
-6.195253047967186,-0.0841116309165954,1,-0.016934627636984,0,-11.094335856157695,0,0,0.087896308364237,0.0,0,0.0673491835665593,0,-22.93650891428294,1,0,0,1,1,25," Professor Cres Eastman, Director of the National Iodine Nutrition study, and Chairman of the Australian Centre for Control of Iodine Deficiency Disorders, says it is crucial that children and pregnant women in particular have an adequate intake of iodine.
",1,-0.008851772830581,says
-10.534720068222272,0.2899890355765819,0,-0.0246388707610815,0,-10.583510232391705,0,0,0.0194404150048891,0.0,0,-0.4708326211537983,0,-1.9697589510638809,1,0,0,1,-3,26," ""I suspect they won't do that on a voluntary basis, we've tried so far and haven't succeeded, so we've convinced the Food Standards of Australia and New Zealand | that all salt should be iodised,"" he said.
",1,-0.1661686720403534,convinced
-6.195253047967186,0.0577931702136993,1,0.0043419562280178,5,-8.467254717589151,0,0,-0.0030304890458605,-0.0009637925035697,0,0.0839908642329962,0,-12.724869925522938,0,0,0,1,-1,2," The report says the decline in iodine intake appears to be due to changes in the dairy industry, where chlorine-containing sanitisers have replaced iodine-containing sanitisers.
",1,0.0155271438847202,says
-9.38958776391927,0.0753772277384996,0,0.0152895934879779,5,-6.573453486692192,0,0,0.0130168703584266,0.0012282296582095,0,0.4408593983566309,0,-7.625954151630296,0,0,0,1,-3,2," The report states that few if any food manufacturers use iodised salt in the preparation and manufacture of foods.
",1,0.0502934983887937,states
-8.348133889091107,0.0976174287497997,0,0.0585795044898986,0,-10.583510232391705,0,0,0.0657488522728527,0.0,0,0.0911627021189325,0,-5.627272564046351,1,0,0,1,-5,7," The World Health Organisation (WHO) recommends that every country should iodise all edible salt.
",1,0.0,recommends
-8.791750763163648,0.0874310210347175,0,-0.0976531412753313,0,-6.203360357730682,0,0,-0.0766621038316756,-0.0050969283289037,0,-0.3283865716086556,0,-8.08931470367125,0,0,0,1,-6,13," But at the other end of the scale we've got to make sure the people who eat a lot of food - we all know the teenage boy who comes home from school and eats a whole loaf of bread - that those people don't get too much and get overdose,"" Ms Bauchtman said.
",1,0.0,sure
-9.275177412741526,0.4960089474916458,0,-0.1092166769948751,0,-11.78748303671764,0,0,0.0368701911858732,0.0,0,0.2881704913873726,0,-4.324716804524542,0,0,0,1,-9,22," Senior researcher Mu Li, of the University of NSW's school of public health, said ""it is reasonable to assume that pregnant women and breastfeeding mothers are also iodine deficient, putting the next generation of children born in this country at risk of the neuropsychological consequences of iodine deficiency.""
",1,0.0,assume
-9.729094904235636,-0.0303598456084728,0,-0.0379601754248142,1,-7.17566830801088,0,0,-0.0576677171770812,0.1295242669936949,1,3.772154885103301,0,-4.830099263398978,0,0,0,1,-3,6," The words chosen for this oath recognize that when our Constitution calls Senators to try impeachment, it calls them away from their role as partisans.
",0,0.2142152113192801,recognize
-9.627998787364268,0.0075198113918304,0,-0.1459959149360656,0,-9.374549886554728,0,0,-0.1223253912104321,-0.5895451770664313,0,-24.552876417553517,0,-65.4003162708367,0,0,0,1,-4,20," After voting to refuse to hear evidence and call witnesses with pertinent information, nearly all Republican Senators have already announced that they will vote against the articles.
",1,0.0,announced
-9.94165634621931,-0.0174236036837101,0,-0.0167284049093723,0,-9.316562628904379,0,0,0.0060868141738076,0.0,0,2.569335482443563,0,108.97796705834912,0,0,0,1,-10,12," She further said: ""It is sad for me today to admit that, as an institution, the Congress has failed.""
",1,0.0,admit
-6.256071788002225,-0.0497947856783866,0,0.0159179270267486,0,-12.192948144825804,0,0,0.0132359759172513,0.0,0,0.7367849311503818,0,85.55331127201123,1,0,0,1,-5,12," I am often asked why the House passed Articles of Impeachment even knowing that the odds were slim that Senate Republicans would set aside partisanship and hear the case as impartial jurors.
",1,0.0,knowing
