genre,text,position_matrix_verb,frequency_matrix_verb,length_CC_remainder,that_omission,matrix_subject1v3,subject_form_CC_subject1v3,uid_igauche2_2,length_CC_onset,subject_form_CC_subject1v2,uid_iphrase,word_form_similarity,uid_var,subject_form_CC_subject1v4,uid_idoc,matrix_subject1v4,uid_avgStep,frequency_CC_subject_head,uid_amp,matrix_subject1v2,length_matrix_verb_to_CC,mverb,uid_biggestStep
1," I would ask that they reconsider, since this is not the case.
",2,-7.610534945960329,0,0,0,1,-0.1679757926613092,1,0,0.0068179916508577,0,-0.0045324835131958,0,0.0286071430891752,1,-0.0439463061734269,-11.78748303671764,-0.0839287936687469,0,-3,ask,-0.212030854076147
1," This is not just the fault of the Commission, but I believe that we need to take action more quickly so as to achieve harmonisation in this area as well.
",12,-8.041908238927158,0,0,0,1,-0.0363595522940158,1,0,-0.0437961485427381,0,-0.0032290036706816,0,-0.0478542707860469,0,0.0008441792057466,-6.801595912310578,0.0,0,-3,believe,0.0
0," But I believe that we should do all we can to keep the transport of dangerous goods to a minimum, in all countries, whether they are transit countries or not.
",2,-8.041908238927158,0,0,0,0,0.0222652405500412,0,0,0.0089015682672404,0,-0.0002971455160303,1,0.00950887799263,0,0.0029897086487542,-6.255411939743378,0.0076017081737518,0,-4,believe,-0.0148836597800254
0," Mr President, I would very much like to thank Mrs Schroedter for the work she has done on this and to explain to colleagues that I am speaking for my colleague, Mrs Flautre, who followed this for the Committee on Employment and Social Affairs but who is unfortunately ill.
",22,-8.688893377723941,0,0,0,0,-0.0090752318501472,0,0,0.0388156431587062,0,0.0018660351558641,1,0.047411173582077,1,-0.0130062381337796,-8.232134975228226,-0.0007487162947654,0,-4,explain,0.0
0," The truth of the matter though is that we believe - and this is also shown in the way the conclusions have been drafted - that the Commission must take account of what is adopted by this Parliament, particularly in the face of an interim revision of these Directives.
",9,-8.041908238927158,0,0,1,0,-0.1570287253707647,0,0,-0.0477709327589125,0,0.0009390856046542,1,-0.0521102268248796,0,0.0094411363098405,-6.433258038231307,-0.0034401351585984,0,-5,believe,0.0007747262716293
0," Its implementation would certainly require extending the scope of redistribution instruments such as the Structural Funds.
",4,-8.588809919166959,0,1,0,0,0.1458189459517598,0,0,0.0349153850979188,0,0.0036807902654751,1,0.0188721166622788,1,0.0251468309791746,-9.571909320713225,0.0030615925788879,0,-1,require,0.0034363958984613
1," I will conclude, Mr President, by saying that the failure of the Commission's communication to focus on territorial pacts and, especially, methods of combating unemployment among women and young people, is cause for serious concern.
",8,-6.195253047967186,0,0,0,0,0.2071262914687395,0,0,0.1665718105176648,0,0.0012345389544163,1,0.1417712326792032,1,0.0078881398185773,-10.806653783705913,0.007389647886157,0,-29,saying,0.0026234835386276
1," This Treaty shall enter into force on 1 January 2007 provided that all the instruments of ratification have been deposited before that date.
",10,-7.747360028662178,0,0,0,0,-0.1316475439816713,0,0,-0.0615940031096123,0,0.0010419008138091,1,-0.0705877486616373,1,0.0163154184832992,-11.382017928609475,0.0,0,-3,provided,0.0
0," It is telling that most of the symposium's 47 participants – influential public- and private-sector figures from around the world – were unaware of the extent to which a mother's nutrition affects her offspring's wellbeing.
",2,-7.146302413206516,0,0,0,0,0.0489199981093406,0,0,-0.1741818006010951,0,-0.0032171886095812,1,-0.1242250967469961,1,-0.0020569067504821,-11.78748303671764,0.0017398204654455,0,-24,telling,0.0004909485578536
0," It is not known exactly when Shakespeare began writing, but contemporary allusions and records of performances show that several of his plays were on the London stage by 1592.
",17,-6.324357695868357,0,0,0,0,-0.0748127475380897,0,0,-0.0047732007576886,0,0.0017099983168268,1,0.0203332901000976,1,0.0113691929953112,-13.579242505945695,-0.0012636873871088,0,-3,show,-0.0396284367889165
