matrix_subject1v2,length_CC_remainder,m_verb,matrix_subject1v3,that_omission,subject_form_CC_subject1v2,uid_iphrase,word_form_similarity,uid_avgStep,length_CC_onset,frequency_CC_subject_head,subject_form_CC_subject1v3,uid_var,uid_biggestStep,mverb,matrix_subject1v4,subject_form_CC_subject1v4,uid_jaeger,uid_amp,text,length_matrix_verb_to_CC,frequency_matrix_verb,uid_idoc,position_matrix_verb,uid_igauche2_2
0,0,1,0,0,0,-0.081734464260248,0,-0.0234102044762306,0,-12.192948144825804,0,-0.0069687233530181,-0.0009811222553253,suggest,1,1,2.327277705584417,-0.0290697924792766," Of interest here, studies suggest that, despite the difficulties in acquiring L2 grammar, adult learners can approximate native-like levels of use and neurocognitive processing [12]–[15].
",-14,-8.767058150573277,-0.090971689671278,5,0.0785239487886428
0,0,1,0,0,0,-0.0023668740382966,0,-0.0083067939415866,0,-8.246523712680325,0,-0.0027045344014287,-0.0772228091955185,Note,1,1,2.4203681286504293,-0.0678788423538208," (Note that we do not consider case studies, purely observational data, or research on L2s acquired by children; for a comprehensive review, see [16]).
",-5,-9.07943283561543,-0.0161920003592968,1,0.0169697850942611
0,0,1,0,0,1,0.0103464087987897,0,-0.0191034196200324,1,-8.467254717589151,0,-0.0011239710688528,0.0009795352816581,suggest,1,0,2.327277705584417,-0.0152203030884265," Although attrition may take place within the first few years, some studies suggest that it then appears to level off, with no further losses occurring [17], [18].
",-3,-8.767058150573277,0.00622433796525,13,0.1981983296573162
0,0,1,0,0,0,-0.1150054852191645,0,-0.0039042187023109,11,-6.801595912310578,0,-0.0015649667469191,0.0359225459396839,concluded,1,1,2.8622008809294686,-0.0003336668014526," A year later, the National Library of the Netherlands (Koninklijke Bibliotheek), and the University Library of the Vrije Universiteit Amsterdam again concluded that librarians at their institutes who wanted to get involved in DH needed more training to adequately support researchers and students in this field.
",-3,-10.023894444456282,-0.122733861207962,25,-0.0919364988803863
0,0,1,1,1,0,-0.0344030210320954,0,0.0010371214399735,1,-6.801595912310578,0,-0.0049748191029923,0.0,feel,0,1,3.7441421327889857,0.0," Get feedback from researchers on possible subjects, based on the knowledge and skills they feel librarians need;
",-1,-7.437205100358338,-0.0313849486410617,15,0.0045946538448333
0,0,1,0,0,0,-0.0454130344366857,0,0.0102519674428097,10,-8.41445653202218,0,0.0017727728625868,0.0,sure,1,1,1.455287232606842,0.0," With these in hand, we will design the curriculum of clinics, based on the method of 'constructive alignment' (Biggs et al., 2011), to make sure that the intended learning objectives and the teaching/learning activities stay aligned.
",-3,-8.791750763163648,-0.0485428981482982,32,-0.0832325220108032
0,0,1,0,1,0,0.0170812393323171,0,0.0150995411275296,1,-5.3795035453149085,1,0.0047794228731794,-0.0097952708601951,wrote,1,0,3.871201010907891,0.0057847909629344," His mother wrote, ""He has no indisposition that I know of but love, desperate love, the worst of all maladies in my opinion. In short, the boy is distractedly in love with Miss Chaworth."" [6]
",-1,-7.762131345982491,0.0768144279718399,2,0.1967432796955108
0,0,1,0,1,0,0.0045533199992143,0,-0.0266005072404038,1,-8.659261580117569,0,-0.0051818727492672,-0.0667825490236282,thinking,1,0,2.1210179685255763,-0.0600951313972473," You're so stupid thinking I spent the night.
",-1,-6.794785443308052,0.0239085033535957,4,-0.0704407468438148
0,0,1,1,1,0,-0.0431521151214838,0,0.0148883252094189,1,-8.659261580117569,0,0.0014390941669718,0.0470444411039352,thinks,0,0,2.1210179685255763,0.053748071193695," She thinks I spent the night in my jeans —
",-1,-6.794785443308052,0.0458850041031837,1,-0.049333244562149
0,0,1,0,1,0,0.0084381171744786,0,0.0011730501511252,1,-10.583510232391705,0,0.0006592100388399,0.0,knew,0,0,2.7692938263429285,0.0," If I did spend the night, and I was trying to lie, I would give up, cause then I wouldn't care, cause I knew I deserved it.
",-1,-6.256071788002225,-0.0478961840271949,28,0.0687975734472274
